instance,n,qubits,solver,depth,seed,feasible,hit_opt,manoeuvres,manoeuvre_gap,energy,opt_energy,energy_gap,expected_energy,approx_ratio,p_opt,feas_rate,seconds,notes
RND5_2,5,15,qaoa_numpy,1.0,2.0,True,False,5,2.0,5.0,3.0,2.0,45.1138,15.0379,0.00311,0.025575,0.555,restarts=48
RND5_2,5,15,qaoa_numpy,2.0,2.0,False,False,3,,27.0,3.0,24.0,43.8598,14.6199,0.000466,0.009367,1.605,restarts=48
RND5_2,5,15,qaoa_numpy,3.0,2.0,False,False,4,,16.0,3.0,13.0,27.7457,9.2486,0.011781,0.061713,3.175,restarts=48
RND5_2,5,15,qaoa_numpy,4.0,2.0,False,False,3,,39.0,3.0,36.0,38.7244,12.9081,6.7e-05,0.032296,5.786,restarts=48
RND5_2,5,15,simulated_annealing,,3.0,True,False,4,1.0,4.0,3.0,1.0,,,,,1.397,"reads=80,sweeps=1500"
RND5_2,5,15,qaoa_numpy,1.0,3.0,False,False,0,,72.0,3.0,69.0,85.2086,28.4029,7.7e-05,0.000149,0.622,restarts=48
RND5_2,5,15,qaoa_numpy,2.0,3.0,False,False,2,,40.0,3.0,37.0,44.3684,14.7895,3e-06,0.000295,1.531,restarts=48
RND5_2,5,15,qaoa_numpy,3.0,3.0,False,False,0,,48.0,3.0,45.0,46.3738,15.4579,0.002459,0.003529,3.369,restarts=48
RND5_2,5,15,qaoa_numpy,4.0,3.0,False,False,4,,16.0,3.0,13.0,31.5818,10.5273,0.005391,0.035211,5.661,restarts=48
RND5_2,5,15,simulated_annealing,,4.0,True,False,5,2.0,5.0,3.0,2.0,,,,,1.441,"reads=80,sweeps=1500"
RND5_2,5,15,qaoa_numpy,1.0,4.0,False,False,0,,60.0,3.0,57.0,51.1788,17.0596,7.4e-05,9.3e-05,0.508,restarts=48
RND5_2,5,15,qaoa_numpy,2.0,4.0,False,False,0,,48.0,3.0,45.0,38.5322,12.8441,0.001446,0.003355,1.541,restarts=48
RND5_2,5,15,qaoa_numpy,3.0,4.0,False,False,0,,36.0,3.0,33.0,40.788,13.596,0.002175,0.002386,3.223,restarts=48
RND5_2,5,15,qaoa_numpy,4.0,4.0,False,False,2,,14.0,3.0,11.0,29.2762,9.7587,0.011822,0.045978,5.693,restarts=48
RND5_2,5,15,simulated_annealing,,5.0,False,False,2,,14.0,3.0,11.0,,,,,1.387,"reads=80,sweeps=1500"
RND5_2,5,15,qaoa_numpy,1.0,5.0,False,False,0,,48.0,3.0,45.0,38.7416,12.9139,0.00127,0.003057,0.505,restarts=48
RND5_2,5,15,qaoa_numpy,2.0,5.0,False,False,1,,25.0,3.0,22.0,36.7508,12.2503,0.006265,0.016232,1.607,restarts=48
RND5_2,5,15,qaoa_numpy,3.0,5.0,False,False,0,,48.0,3.0,45.0,43.4125,14.4708,1e-05,1e-05,3.175,restarts=48
RND5_2,5,15,qaoa_numpy,4.0,5.0,False,False,2,,26.0,3.0,23.0,52.3823,17.4608,0.000672,0.005696,5.829,restarts=48
RND5_2,5,15,simulated_annealing,,6.0,True,False,4,1.0,4.0,3.0,1.0,,,,,1.375,"reads=80,sweeps=1500"
RND5_2,5,15,qaoa_numpy,1.0,6.0,False,False,0,,48.0,3.0,45.0,38.6953,12.8984,0.003024,0.012985,0.574,restarts=48
RND5_2,5,15,qaoa_numpy,2.0,6.0,False,False,4,,18.0,3.0,15.0,57.5229,19.1743,0.001635,0.037752,1.676,restarts=48
RND5_2,5,15,qaoa_numpy,3.0,6.0,False,False,0,,36.0,3.0,33.0,36.5942,12.1981,0.00291,0.007364,3.206,restarts=48
RND5_2,5,15,qaoa_numpy,4.0,6.0,False,False,2,,14.0,3.0,11.0,35.6477,11.8826,0.008892,0.020392,5.74,restarts=48
RND5_2,5,15,simulated_annealing,,7.0,False,False,2,,14.0,3.0,11.0,,,,,1.408,"reads=80,sweeps=1500"
RND5_2,5,15,qaoa_numpy,1.0,7.0,False,False,0,,48.0,3.0,45.0,38.6953,12.8984,0.003024,0.012985,0.557,restarts=48
RND5_2,5,15,qaoa_numpy,2.0,7.0,False,False,0,,48.0,3.0,45.0,37.8548,12.6183,0.001028,0.002394,1.619,restarts=48
RND5_2,5,15,qaoa_numpy,3.0,7.0,False,False,0,,62.0,3.0,59.0,57.927,19.309,0.000473,0.007747,3.405,restarts=48
RND5_2,5,15,qaoa_numpy,4.0,7.0,False,False,0,,36.0,3.0,33.0,35.0852,11.6951,0.004185,0.007403,5.657,restarts=48
RND5_2,5,15,simulated_annealing,,8.0,True,False,4,1.0,4.0,3.0,1.0,,,,,1.371,"reads=80,sweeps=1500"
RND5_2,5,15,qaoa_numpy,1.0,8.0,False,False,0,,60.0,3.0,57.0,47.8963,15.9654,0.000686,0.002431,0.543,restarts=48
RND5_2,5,15,qaoa_numpy,2.0,8.0,False,False,0,,60.0,3.0,57.0,51.1621,17.054,7e-05,8.8e-05,1.609,restarts=48
RND5_2,5,15,qaoa_numpy,3.0,8.0,False,False,2,,26.0,3.0,23.0,28.231,9.4103,0.0,0.0,3.306,restarts=48
RND5_2,5,15,qaoa_numpy,4.0,8.0,False,False,2,,26.0,3.0,23.0,27.7713,9.2571,6.8e-05,6.8e-05,5.656,restarts=48
RND5_2,5,15,simulated_annealing,,9.0,False,False,2,,14.0,3.0,11.0,,,,,1.381,"reads=80,sweeps=1500"
RND5_2,5,15,qaoa_numpy,1.0,9.0,False,False,0,,48.0,3.0,45.0,38.6953,12.8984,0.003024,0.012985,0.57,restarts=48
RND5_2,5,15,qaoa_numpy,2.0,9.0,False,False,4,,16.0,3.0,13.0,35.9361,11.9787,0.006455,0.060776,1.567,restarts=48
RND5_2,5,15,qaoa_numpy,3.0,9.0,True,False,5,2.0,5.0,3.0,2.0,29.1395,9.7132,0.016065,0.088534,3.34,restarts=48
RND5_2,5,15,qaoa_numpy,4.0,9.0,False,False,2,,52.0,3.0,49.0,68.288,22.7627,1.7e-05,0.000304,5.559,restarts=48
CP_6,6,18,brute_force,,,True,True,5,0.0,5.0,5.0,0.0,,,,,0.4,ground truth
CP_6,6,18,simulated_annealing,,0.0,False,False,3,,31.0,5.0,26.0,,,,,1.64,"reads=80,sweeps=1500"
CP_6,6,18,qaoa_numpy,1.0,0.0,False,False,0,,210.0,5.0,205.0,138.1476,27.6295,2.5e-05,2.5e-05,4.07,restarts=24
CP_6,6,18,qaoa_numpy,2.0,0.0,True,False,6,1.0,6.0,5.0,1.0,52.8165,10.5633,0.032575,0.047803,11.595,restarts=24
CP_6,6,18,qaoa_numpy,3.0,0.0,True,False,6,1.0,6.0,5.0,1.0,64.6326,12.9265,0.016549,0.019857,25.223,restarts=24
CP_6,6,18,simulated_annealing,,1.0,False,False,4,,18.0,5.0,13.0,,,,,1.711,"reads=80,sweeps=1500"
CP_6,6,18,qaoa_numpy,1.0,1.0,False,False,0,,84.0,5.0,79.0,67.2042,13.4408,8e-06,0.0,3.263,restarts=24
CP_6,6,18,qaoa_numpy,2.0,1.0,False,False,0,,70.0,5.0,65.0,57.7626,11.5525,0.000512,0.000535,11.562,restarts=24
CP_6,6,18,qaoa_numpy,3.0,1.0,False,False,2,,58.0,5.0,53.0,66.9376,13.3875,0.009906,0.014889,25.421,restarts=24
CP_6,6,18,simulated_annealing,,2.0,False,False,4,,18.0,5.0,13.0,,,,,1.593,"reads=80,sweeps=1500"
CP_6,6,18,qaoa_numpy,1.0,2.0,False,False,0,,84.0,5.0,79.0,94.5656,18.9131,5.3e-05,5.9e-05,3.736,restarts=24
CP_6,6,18,qaoa_numpy,2.0,2.0,False,False,0,,84.0,5.0,79.0,72.722,14.5444,0.00446,0.006021,12.002,restarts=24
CP_6,6,18,qaoa_numpy,3.0,2.0,False,False,0,,84.0,5.0,79.0,85.4278,17.0856,0.000845,0.001685,25.46,restarts=24
CP_6,6,18,simulated_annealing,,3.0,False,False,3,,31.0,5.0,26.0,,,,,1.638,"reads=80,sweeps=1500"
CP_6,6,18,qaoa_numpy,1.0,3.0,False,False,0,,84.0,5.0,79.0,76.4275,15.2855,9.4e-05,0.000136,3.575,restarts=24
CP_6,6,18,qaoa_numpy,2.0,3.0,False,False,0,,84.0,5.0,79.0,59.378,11.8756,0.000613,0.00067,11.857,restarts=24
CP_6,6,18,qaoa_numpy,3.0,3.0,False,False,0,,84.0,5.0,79.0,53.6414,10.7283,0.002378,0.00256,24.828,restarts=24
CP_6,6,18,simulated_annealing,,4.0,False,False,5,,19.0,5.0,14.0,,,,,1.661,"reads=80,sweeps=1500"
CP_6,6,18,qaoa_numpy,1.0,4.0,True,False,6,1.0,6.0,5.0,1.0,65.9987,13.1997,0.008334,0.010776,3.598,restarts=24
CP_6,6,18,qaoa_numpy,2.0,4.0,False,False,0,,84.0,5.0,79.0,59.6884,11.9377,0.001599,0.002014,11.763,restarts=24
CP_6,6,18,qaoa_numpy,3.0,4.0,False,False,0,,84.0,5.0,79.0,73.0217,14.6043,0.000912,0.001071,24.789,restarts=24
CP_6,6,18,simulated_annealing,,5.0,False,False,3,,31.0,5.0,26.0,,,,,1.66,"reads=80,sweeps=1500"
CP_6,6,18,qaoa_numpy,1.0,5.0,False,False,0,,84.0,5.0,79.0,72.7358,14.5472,0.004371,0.005901,3.502,restarts=24
CP_6,6,18,qaoa_numpy,2.0,5.0,False,False,0,,84.0,5.0,79.0,91.9861,18.3972,0.001095,0.00114,11.955,restarts=24
CP_6,6,18,qaoa_numpy,3.0,5.0,False,False,0,,84.0,5.0,79.0,67.1168,13.4234,0.000603,0.001471,25.26,restarts=24
RND6_1,6,18,brute_force,,,True,True,3,0.0,3.0,3.0,0.0,,,,,0.423,ground truth
RND6_1,6,18,simulated_annealing,,0.0,True,False,4,1.0,4.0,3.0,1.0,,,,,1.623,"reads=80,sweeps=1500"
RND6_1,6,18,qaoa_numpy,1.0,0.0,False,False,0,,84.0,3.0,81.0,88.2497,29.4166,1.5e-05,1.5e-05,3.473,restarts=24
RND6_1,6,18,qaoa_numpy,2.0,0.0,False,False,5,,20.0,3.0,17.0,56.1679,18.7226,0.002188,0.030473,11.945,restarts=24
RND6_1,6,18,qaoa_numpy,3.0,0.0,True,False,5,2.0,5.0,3.0,2.0,53.0664,17.6888,0.002618,0.021896,25.264,restarts=24
RND6_1,6,18,simulated_annealing,,1.0,False,False,3,,17.0,3.0,14.0,,,,,1.657,"reads=80,sweeps=1500"
RND6_1,6,18,qaoa_numpy,1.0,1.0,False,False,0,,84.0,3.0,81.0,55.5241,18.508,0.000221,0.000417,3.334,restarts=24
RND6_1,6,18,qaoa_numpy,2.0,1.0,False,False,0,,56.0,3.0,53.0,53.6175,17.8725,0.000477,0.000826,11.641,restarts=24
RND6_1,6,18,qaoa_numpy,3.0,1.0,False,False,2,,44.0,3.0,41.0,62.3389,20.7796,0.00048,0.001427,24.877,restarts=24
RND6_1,6,18,simulated_annealing,,2.0,True,False,4,1.0,4.0,3.0,1.0,,,,,1.648,"reads=80,sweeps=1500"
RND6_1,6,18,qaoa_numpy,1.0,2.0,False,False,0,,84.0,3.0,81.0,70.6327,23.5442,1.2e-05,1.2e-05,3.282,restarts=24
RND6_1,6,18,qaoa_numpy,2.0,2.0,False,False,4,,61.0,3.0,58.0,77.6271,25.8757,2e-06,3.9e-05,11.23,restarts=24
RND6_1,6,18,qaoa_numpy,3.0,2.0,False,False,0,,56.0,3.0,53.0,66.9094,22.3031,8.4e-05,0.000166,24.717,restarts=24
RND6_1,6,18,simulated_annealing,,3.0,False,False,2,,16.0,3.0,13.0,,,,,1.611,"reads=80,sweeps=1500"
RND6_1,6,18,qaoa_numpy,1.0,3.0,False,False,0,,84.0,3.0,81.0,63.5072,21.1691,1e-06,0.0,3.109,restarts=24
RND6_1,6,18,qaoa_numpy,2.0,3.0,False,False,2,,16.0,3.0,13.0,60.9089,20.303,0.003329,0.013305,11.82,restarts=24
RND6_1,6,18,qaoa_numpy,3.0,3.0,False,False,0,,42.0,3.0,39.0,47.076,15.692,0.003975,0.007149,24.678,restarts=24
RND6_1,6,18,simulated_annealing,,4.0,False,False,3,,17.0,3.0,14.0,,,,,1.664,"reads=80,sweeps=1500"
RND6_1,6,18,qaoa_numpy,1.0,4.0,False,False,0,,84.0,3.0,81.0,105.8216,35.2739,3.5e-05,5.7e-05,3.557,restarts=24
RND6_1,6,18,qaoa_numpy,2.0,4.0,False,False,0,,84.0,3.0,81.0,69.1198,23.0399,0.001162,0.005819,11.979,restarts=24
RND6_1,6,18,qaoa_numpy,3.0,4.0,False,False,4,,32.0,3.0,29.0,48.0832,16.0277,0.000534,0.007378,24.406,restarts=24
RND6_1,6,18,simulated_annealing,,5.0,False,False,2,,16.0,3.0,13.0,,,,,1.676,"reads=80,sweeps=1500"
RND6_1,6,18,qaoa_numpy,1.0,5.0,False,False,1,,71.0,3.0,68.0,74.8758,24.9586,0.000235,0.002352,3.616,restarts=24
RND6_1,6,18,qaoa_numpy,2.0,5.0,False,False,4,,32.0,3.0,29.0,46.8937,15.6312,0.001687,0.01402,11.671,restarts=24
RND6_1,6,18,qaoa_numpy,3.0,5.0,False,False,0,,42.0,3.0,39.0,56.0278,18.6759,0.000322,0.000415,24.534,restarts=24
RND6_2,6,18,brute_force,,,True,True,3,0.0,3.0,3.0,0.0,,,,,0.375,ground truth
RND6_2,6,18,simulated_annealing,,0.0,False,False,3,,17.0,3.0,14.0,,,,,1.663,"reads=80,sweeps=1500"
RND6_2,6,18,qaoa_numpy,1.0,0.0,False,False,0,,84.0,3.0,81.0,93.9905,31.3302,2.3e-05,3.8e-05,3.52,restarts=24
RND6_2,6,18,qaoa_numpy,2.0,0.0,False,False,2,,44.0,3.0,41.0,57.2761,19.092,0.000683,0.007406,12.116,restarts=24
RND6_2,6,18,qaoa_numpy,3.0,0.0,False,False,0,,42.0,3.0,39.0,51.0507,17.0169,0.000591,0.002116,25.191,restarts=24
RND6_2,6,18,simulated_annealing,,1.0,False,False,2,,16.0,3.0,13.0,,,,,1.682,"reads=80,sweeps=1500"
RND6_2,6,18,qaoa_numpy,1.0,1.0,False,False,0,,84.0,3.0,81.0,55.0655,18.3552,0.000157,0.00039,3.335,restarts=24
RND6_2,6,18,qaoa_numpy,2.0,1.0,False,False,0,,42.0,3.0,39.0,46.5399,15.5133,0.000593,0.00167,11.602,restarts=24
RND6_2,6,18,qaoa_numpy,3.0,1.0,False,False,2,,102.0,3.0,99.0,132.0135,44.0045,8.4e-05,0.001445,26.043,restarts=24
RND6_2,6,18,simulated_annealing,,2.0,True,False,4,1.0,4.0,3.0,1.0,,,,,1.61,"reads=80,sweeps=1500"
RND6_2,6,18,qaoa_numpy,1.0,2.0,False,False,0,,84.0,3.0,81.0,72.2377,24.0792,1.5e-05,1.5e-05,3.39,restarts=24
RND6_2,6,18,qaoa_numpy,2.0,2.0,False,False,0,,42.0,3.0,39.0,56.6997,18.8999,0.001424,0.006183,11.928,restarts=24
RND6_2,6,18,qaoa_numpy,3.0,2.0,False,False,0,,84.0,3.0,81.0,84.7619,28.254,0.000166,0.000366,25.559,restarts=24
RND6_2,6,18,simulated_annealing,,3.0,True,False,5,2.0,5.0,3.0,2.0,,,,,1.678,"reads=80,sweeps=1500"
RND6_2,6,18,qaoa_numpy,1.0,3.0,False,False,0,,84.0,3.0,81.0,63.4748,21.1583,1e-06,0.0,3.117,restarts=24
RND6_2,6,18,qaoa_numpy,2.0,3.0,False,False,1,,77.0,3.0,74.0,76.7391,25.5797,4e-06,0.000542,11.867,restarts=24
RND6_2,6,18,qaoa_numpy,3.0,3.0,False,False,0,,42.0,3.0,39.0,55.788,18.596,7.1e-05,7.6e-05,25.09,restarts=24
RND6_2,6,18,simulated_annealing,,4.0,True,True,3,0.0,3.0,3.0,0.0,,,,,1.674,"reads=80,sweeps=1500"
RND6_2,6,18,qaoa_numpy,1.0,4.0,False,False,0,,84.0,3.0,81.0,93.9905,31.3302,2.3e-05,3.8e-05,3.485,restarts=24
RND6_2,6,18,qaoa_numpy,2.0,4.0,False,False,0,,42.0,3.0,39.0,46.0507,15.3502,0.001769,0.00598,11.746,restarts=24
RND6_2,6,18,qaoa_numpy,3.0,4.0,False,False,5,,19.0,3.0,16.0,46.8005,15.6002,0.001416,0.019002,24.751,restarts=24
RND6_2,6,18,simulated_annealing,,5.0,False,False,3,,17.0,3.0,14.0,,,,,1.691,"reads=80,sweeps=1500"
RND6_2,6,18,qaoa_numpy,1.0,5.0,False,False,0,,84.0,3.0,81.0,55.0679,18.356,0.000158,0.000393,3.367,restarts=24
RND6_2,6,18,qaoa_numpy,2.0,5.0,False,False,3,,17.0,3.0,14.0,46.716,15.572,0.001304,0.01546,11.955,restarts=24
RND6_2,6,18,qaoa_numpy,3.0,5.0,False,False,0,,42.0,3.0,39.0,57.0729,19.0243,1e-06,0.0,24.235,restarts=24
